raw_data,packet_len,ad_cnt,ad_len,ad_type,label,classic_bluetooth,manufacturer_or_service
0201061bff2909c81c1b102233d584fc423377541c6888c538f889c3e4e92e0909552d424c444f5879,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c16102233d584fc42337754a09bc225cd90ad48bca00a0909552d424c444f5870,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c3e102233d584fc42337754902892e744acb25a141f710909552d424c444f5882,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201060303edfe0d16edfe020092f8d898cc2ee0f0050954696c52,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
0201061bff2909c81c49102233d584fc42337754588a36b744784fb4da62b80909552d424c444f5839,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c30102233d584fc42337754d46a8a4b67f6c10106aaf50909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff4c00121910711ad7443037f58e1f7f360fdc53ca4d1b2eeb3be25d0242,62,1,[30],['ff'],tracker,unknown,1
1eff4c00121910b1b2e2323c5d53837eca76747491072e36ea390ffed40332,62,1,[30],['ff'],tracker,unknown,1
0201060303edfe0d16edfe0200fd7fd95fb69265d7050954696c85,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
0201061bff2909c81c2a102233d584fc42337754eaaea3fa511d8adcf023220909552d424c444f5844,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c13102233d584fc423377542cdbc35edf490b2da8345c0909552d424c444f5869,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff06000109202259bfb2de23518956255579e6e91c20fe97e3dbcba5d675,62,1,[30],['ff'],non_tracker,unknown,1
02010407ff72fddcb222881309485541574549205363616c6520332d303839020a37,68,4,"[2, 7, 19, 2]","['01', 'ff', '09', '0a']",non_tracker,no,1
02011a020a070bff4c001006201a16cc4d00,36,3,"[2, 2, 11]","['01', '0a', 'ff']",non_tracker,yes,1
0b16eefd0503000603810290,24,1,[11],['16'],tracker,unknown,1
0201060303edfe0d16edfe020018807331e700cf21050954696c16,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
02011a1bff4c000c0e00c573b740579b3457378c22f8d910063b1d2ff6f387,62,2,"[2, 27]","['01', 'ff']",non_tracker,yes,1
0201061bff2909c81c0b102233d584fc42337754fb24fd2e83ad3df96c1a5f0909552d424c444f5862,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201060f1695fe3058690901ee14328672cc67,38,2,"[2, 15]","['01', '16']",non_tracker,no,1
0201061bff2909c81c03102233d584fc42337754708032dbb451048af742050909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201060303edfe0d16edfe020051fb4d80ea99a9bd050954696c24,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
0201061bff2909c81c23102233d584fc42337754de8ac34e4f8032523e649b0909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
02011a020a070cff4c001007361f7406867048,38,3,"[2, 2, 12]","['01', '0a', 'ff']",non_tracker,yes,1
02011e0319c0000aff752001180100010202180947616c6178792057617463683320283632423029204c83,86,4,"[2, 3, 10, 24]","['01', '19', 'ff', '09']",non_tracker,no,1
0201060303edfe0d16edfe02007ee65c14851d0653050954696c65,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
02010611072f2a93a6bdd84152ac0b10992ec6feed07ffa3966c393dd40e0942617365757320543220507270,88,4,"[2, 17, 7, 14]","['01', '07', 'ff', '09']",tracker,no,1
1eff4c00121910000908a43dc523a0f2d037a0708e4e76f9e1f63e9fec0342,62,1,[30],['ff'],tracker,unknown,1
0201001916eefd01010102c70300013504010b430f01100011f3130681,58,2,"[2, 25]","['01', '16']",non_tracker,yes,1
0201061bff2909c81c18102233d584fc4233775402fcd09b75abefcc0a9d580909552d424c444f5855,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff7d02201941001e24a5e85db023f3bf17b80d4dd1c99383a88a15ed7b05,62,1,[30],['ff'],tracker,unknown,1
02011a1bff8f031601148c42e4e45f00000005a46e46c76b7a0102030405060dff2717080302505e6e6bc74649,90,3,"[2, 27, 13]","['01', 'ff', 'ff']",non_tracker,yes,1
0201061bff2909c81c39102233d584fc423377541a52c399c8c61f9388dc7b0909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201060303edfe0d16edfe0200e92dd68464dea1fc050954696c20,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
0201060303edfe0d16edfe0200ebb913fe5ee8d444050954696c65,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
02011a1bff8f03160114ac42e4e45f00000005a46e46c76b770102030405060dff2717080302505e6e6bc74673,90,3,"[2, 27, 13]","['01', 'ff', 'ff']",non_tracker,yes,1
0201020d0953523130312d306439653131,34,2,"[2, 13]","['01', '09']",non_tracker,yes,0
07ff4c0012021463,16,1,[7],['ff'],tracker,unknown,1
0b16eefd0503000603030200,24,1,[11],['16'],tracker,unknown,1
0201061bff2909c81c2d102233d584fc423377542804a6844ec3645b2083b70909552d424c444f5873,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
02010603021b1810161b1806a4b2070101001a2c0000f40106094d4942465309ff57018822b2f29974,82,5,"[2, 3, 16, 6, 9]","['01', '02', '16', '09', 'ff']",non_tracker,no,1
1eff4c00121910000908a43dc523a0f2d037a0708e4e76f9e1f63e9fec0343,62,1,[30],['ff'],tracker,unknown,1
0201060502031802180a094b53204d3632303076,40,3,"[2, 5, 10]","['01', '02', '09']",non_tracker,no,0
0201061bff2909c81c38102233d584fc42337754d07294a240cd373d100cc40909552d424c444f5889,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0b16eefd0503000603030253,24,1,[11],['16'],tracker,unknown,1
030392fd180945444946494552204c6f6c6c6920506f647320506c7587,58,2,"[3, 24]","['03', '09']",non_tracker,unknown,0
1eff4c00121910b1b2e2323c5d53837eca76747491072e36ea390ffed40305,62,1,[30],['ff'],tracker,unknown,1
0201061bff2909c81c07102233d584fc42337754c4f263ccdf1b660904c7420909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c40102233d584fc42337754c1ef31c9a1dbe34428317e0909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c15102233d584fc4233775473d4edfbdcce22f93feb3f0909552d424c444f5827,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff4c00121920e8eb834754b49194212081253f6fb325e1e3eac0f4a40368,62,1,[30],['ff'],tracker,unknown,1
02011a020a070cff4c0010073b1f2ff6f3bf38,38,3,"[2, 2, 12]","['01', '0a', 'ff']",non_tracker,yes,1
07ff4c0012021401,16,1,[7],['ff'],tracker,unknown,1
0201061bff2909c81c49102233d584fc42337754588a36b744784fb4da62b80909552d424c444f5825,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
02010603021b1810161b180204b2070101001a2b0000b40006094d4942465309ff57018822b2f29967,82,5,"[2, 3, 16, 6, 9]","['01', '02', '16', '09', 'ff']",non_tracker,no,1
02011a020a070cff4c001007321b7406867049,38,3,"[2, 2, 12]","['01', '0a', 'ff']",non_tracker,yes,1
0201061bff2909c81c38102233d584fc42337754d07294a240cd373d100cc40909552d424c444f5833,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
02010603021b1810161b180204b2070101001a2c0000f40106094d4942465309ff57018822b2f2991c,82,5,"[2, 3, 16, 6, 9]","['01', '02', '16', '09', 'ff']",non_tracker,no,1
0201061bff2909c81c51102233d584fc423377549364433d5a4d12deae54440909552d424c444f5887,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff4c00121920b17428860e827a217ebfb43b38bd1830c9f190a0c2a10038,62,1,[30],['ff'],tracker,unknown,1
1eff06000109202259bfb2de23518956255579e6e91c20fe97e3dbcba5d656,62,1,[30],['ff'],non_tracker,unknown,1
0201060303000907096e7574616c650f160009a4c1386f67fe160100010000,62,4,"[2, 3, 7, 15]","['01', '03', '09', '16']",tracker,no,1
0b16eefd0503000603070276,24,1,[11],['16'],tracker,unknown,1
0201061bff2909c81c2e102233d584fc423377547c5a2ac069460070df4da40909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201060303edfe0d16edfe02002f508114d7b51738050954696c97,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
0201061bff2909c81c26102233d584fc423377540998a7b9675ce6f8edff120909552d424c444f5843,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
02011a020a070cff4c001007371f2ff6f3bb40,38,3,"[2, 2, 12]","['01', '0a', 'ff']",non_tracker,yes,1
0201060303edfe0d16edfe02009b16c093c3d75818050954696c59,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",non_tracker,no,1
02011e0319c0000aff750001000200010202180947616c6178792057617463683320283632423029204c85,86,4,"[2, 3, 10, 24]","['01', '19', 'ff', '09']",non_tracker,no,1
07ff4c0012021463,16,1,[7],['ff'],tracker,unknown,1
0201061bff2909c81c23102233d584fc42337754de8ac34e4f8032523e649b0909552d424c444f5886,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201020b09426c654d6f64756c654109ff0000fc84d53322100000000000000909552d424c444f5868,82,3,"[2, 11, 9]","['01', '09', 'ff']",non_tracker,yes,1
1eff4c00121920b17428860e827a217ebfb43b38bd1830c9f190a0c2a10058,62,1,[30],['ff'],tracker,unknown,1
0201061bff2909c81c15102233d584fc4233775473d4edfbdcce22f93feb3f0909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff0600010920020077c7f6c4cda1825c65197082db67f299977478b209fd,62,1,[30],['ff'],non_tracker,unknown,1
0201061bff2909c81c0c102233d584fc423377545007334bf245bac25722be0909552d424c444f5847,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff7d02201901eb0402557d5767e1f830dea83b167c94c1adfa6fd589ba95,62,1,[30],['ff'],tracker,unknown,1
1eff4c00121910000908a43dc523a0f2d037a0708e4e76f9e1f63e9fec033e,62,1,[30],['ff'],tracker,unknown,1
02011a020a0713ff4c000c0e00c573b740579b3457378c22f805,52,3,"[2, 2, 19]","['01', '0a', 'ff']",non_tracker,yes,1
02011a1bff8f03160114ac42e4e45f00000005a46e46c76b7a0102030405060dff2717080302505e6e6bc74621,90,3,"[2, 27, 13]","['01', 'ff', 'ff']",non_tracker,yes,1
1eff4c00121910000908a43dc523a0f2d037a0708e4e76f9e1f63e9fec0347,62,1,[30],['ff'],tracker,unknown,1
0201061bff2909c81c0a102233d584fc42337754ad233f2e864d7f2ff53e5f0909552d424c444f5859,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
0201061bff2909c81c25102233d584fc42337754c00d67ef53364b849721460909552d424c444f5828,82,3,"[2, 27, 9]","['01', 'ff', '09']",non_tracker,no,1
1eff4c00121910000908a43dc523a0f2d037a0708e4e76f9e1f63e9fec0313,62,1,[30],['ff'],tracker,unknown,1
0201060303edfe0d16edfe02008e39412bcf7ca1cf050954696c11,54,4,"[2, 3, 13, 5]","['01', '03', '16', '09']",tracker,no,1
02011a1bff8f031601148c42e4e45f00000005a46e46c76b740102030405060dff2717080302505e6e6bc74610,90,3,"[2, 27, 13]","['01', 'ff', 'ff']",non_tracker,yes,1
02010603021b1810161b1806a4b20701010001360000680106094d4942465309ff57018822b2f2991c,82,5,"[2, 3, 16, 6, 9]","['01', '02', '16', '09', 'ff']",non_tracker,no,1
02011a020a070cff4c0010073b1f2ff6f3bb68,38,3,"[2, 2, 12]","['01', '0a', 'ff']",non_tracker,yes,1
02011a1bff8f031601148c42e4e45f00000005a46e46c76b7a0102030405060dff2717080302505e6e6bc74682,90,3,"[2, 27, 13]","['01', 'ff', 'ff']",non_tracker,yes,1
